danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,target,genre
0.169,0.027,5,-30.15,1,0.0514,0.797,0.92,0.117,0.0318,113.478,audio_features,1SMDuZThgauvMckxone4sT,spotify:track:1SMDuZThgauvMckxone4sT,https://api.spotify.com/v1/tracks/1SMDuZThgauvMckxone4sT,https://api.spotify.com/v1/audio-analysis/1SMDuZThgauvMckxone4sT,307027,1,1,Classical
0.286,0.13,10,-25.877,1,0.0356,0.984,0.888,0.138,0.727,107.24,audio_features,3kE3KZiHM0nim6t34J9Hqf,spotify:track:3kE3KZiHM0nim6t34J9Hqf,https://api.spotify.com/v1/tracks/3kE3KZiHM0nim6t34J9Hqf,https://api.spotify.com/v1/audio-analysis/3kE3KZiHM0nim6t34J9Hqf,93400,4,1,Classical
0.314,0.209,9,-26.784,0,0.0453,0.994,0.902,0.0873,0.75,127.999,audio_features,3pfdjnHlyKoLd6UYYrifWs,spotify:track:3pfdjnHlyKoLd6UYYrifWs,https://api.spotify.com/v1/tracks/3pfdjnHlyKoLd6UYYrifWs,https://api.spotify.com/v1/audio-analysis/3pfdjnHlyKoLd6UYYrifWs,88573,1,1,Classical
0.309,0.124,9,-18.028,1,0.0517,0.968,0.368,0.138,0.528,181.212,audio_features,1lh4fSEqyPkdF4IjSgJkdW,spotify:track:1lh4fSEqyPkdF4IjSgJkdW,https://api.spotify.com/v1/tracks/1lh4fSEqyPkdF4IjSgJkdW,https://api.spotify.com/v1/audio-analysis/1lh4fSEqyPkdF4IjSgJkdW,265000,4,1,Classical
0.489,0.037,10,-20.198,1,0.0495,0.948,0.65,0.115,0.357,122.785,audio_features,5zenMly9YbUD2FyjjmBddb,spotify:track:5zenMly9YbUD2FyjjmBddb,https://api.spotify.com/v1/tracks/5zenMly9YbUD2FyjjmBddb,https://api.spotify.com/v1/audio-analysis/5zenMly9YbUD2FyjjmBddb,190987,4,1,Classical
0.871,0.545,0,-5.386,1,0.311,0.4,0.0,0.291,0.275,135.081,audio_features,2W2txJXyjPO61rD7xAxwAp,spotify:track:2W2txJXyjPO61rD7xAxwAp,https://api.spotify.com/v1/tracks/2W2txJXyjPO61rD7xAxwAp,https://api.spotify.com/v1/audio-analysis/2W2txJXyjPO61rD7xAxwAp,191263,4,1,Hip-Hop
0.475,0.00201,9,-32.196,1,0.123,0.995,0.913,0.057,0.281,68.06,audio_features,7xrs7lNCLYp4j6O4Vv4Kgz,spotify:track:7xrs7lNCLYp4j6O4Vv4Kgz,https://api.spotify.com/v1/tracks/7xrs7lNCLYp4j6O4Vv4Kgz,https://api.spotify.com/v1/audio-analysis/7xrs7lNCLYp4j6O4Vv4Kgz,54520,3,1,Classical
0.509,0.00589,7,-27.203,1,0.0863,0.995,0.86,0.115,0.193,170.208,audio_features,6E3Oc5In7zHfpqHqR603za,spotify:track:6E3Oc5In7zHfpqHqR603za,https://api.spotify.com/v1/tracks/6E3Oc5In7zHfpqHqR603za,https://api.spotify.com/v1/audio-analysis/6E3Oc5In7zHfpqHqR603za,69987,4,1,Classical
0.478,0.0661,3,-25.078,1,0.0444,0.996,0.94,0.111,0.315,182.034,audio_features,59NDr0FWdtfgKvBiRSLaZ8,spotify:track:59NDr0FWdtfgKvBiRSLaZ8,https://api.spotify.com/v1/tracks/59NDr0FWdtfgKvBiRSLaZ8,https://api.spotify.com/v1/audio-analysis/59NDr0FWdtfgKvBiRSLaZ8,201388,4,1,Classical
0.231,0.0288,0,-26.815,0,0.0411,0.963,0.898,0.0909,0.0562,146.155,audio_features,7qbGdYdTYZR6ZzXF2x6xvr,spotify:track:7qbGdYdTYZR6ZzXF2x6xvr,https://api.spotify.com/v1/tracks/7qbGdYdTYZR6ZzXF2x6xvr,https://api.spotify.com/v1/audio-analysis/7qbGdYdTYZR6ZzXF2x6xvr,225170,4,1,Classical
0.422,0.00502,7,-34.138,1,0.0381,0.996,0.928,0.0672,0.323,69.633,audio_features,6aA88vbDLLQeid1AA8VOSp,spotify:track:6aA88vbDLLQeid1AA8VOSp,https://api.spotify.com/v1/tracks/6aA88vbDLLQeid1AA8VOSp,https://api.spotify.com/v1/audio-analysis/6aA88vbDLLQeid1AA8VOSp,90600,4,1,Classical
0.348,0.041,4,-26.826,0,0.053,0.995,0.934,0.105,0.179,137.049,audio_features,4eZvePoGXSlQ56kIbRLR4h,spotify:track:4eZvePoGXSlQ56kIbRLR4h,https://api.spotify.com/v1/tracks/4eZvePoGXSlQ56kIbRLR4h,https://api.spotify.com/v1/audio-analysis/4eZvePoGXSlQ56kIbRLR4h,78733,4,1,Classical
0.122,0.00213,8,-41.6,1,0.0446,0.747,7.32e-05,0.0901,0.0391,72.283,audio_features,4z7XSZvabBr1Q4TFOp6nNL,spotify:track:4z7XSZvabBr1Q4TFOp6nNL,https://api.spotify.com/v1/tracks/4z7XSZvabBr1Q4TFOp6nNL,https://api.spotify.com/v1/audio-analysis/4z7XSZvabBr1Q4TFOp6nNL,96680,5,1,Classical
0.373,0.0241,8,-30.749,1,0.0487,0.995,0.9,0.112,0.0884,64.098,audio_features,0rU4dLUSToe7uQUfaFCoda,spotify:track:0rU4dLUSToe7uQUfaFCoda,https://api.spotify.com/v1/tracks/0rU4dLUSToe7uQUfaFCoda,https://api.spotify.com/v1/audio-analysis/0rU4dLUSToe7uQUfaFCoda,150320,4,1,Classical
0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026,audio_features,2B9wgj9XzbJZLty03PRbVo,spotify:track:2B9wgj9XzbJZLty03PRbVo,https://api.spotify.com/v1/tracks/2B9wgj9XzbJZLty03PRbVo,https://api.spotify.com/v1/audio-analysis/2B9wgj9XzbJZLty03PRbVo,151067,4,1,Hip-Hop
0.215,0.0765,11,-22.954,0,0.0413,0.987,0.726,0.104,0.148,101.812,audio_features,1xWTaBLkw6T758GCLXNubf,spotify:track:1xWTaBLkw6T758GCLXNubf,https://api.spotify.com/v1/tracks/1xWTaBLkw6T758GCLXNubf,https://api.spotify.com/v1/audio-analysis/1xWTaBLkw6T758GCLXNubf,159010,4,1,Classical
0.79,0.629,9,-7.172,1,0.138,0.179,0.0,0.356,0.833,124.063,audio_features,4e34Qq2lkp92egwgjacVcT,spotify:track:4e34Qq2lkp92egwgjacVcT,https://api.spotify.com/v1/tracks/4e34Qq2lkp92egwgjacVcT,https://api.spotify.com/v1/audio-analysis/4e34Qq2lkp92egwgjacVcT,127742,4,1,Hip-Hop
0.376,0.0337,7,-30.001,1,0.0509,0.995,0.955,0.0667,0.194,60.671,audio_features,2ZSnZs3Fzt639wrC0VEeFd,spotify:track:2ZSnZs3Fzt639wrC0VEeFd,https://api.spotify.com/v1/tracks/2ZSnZs3Fzt639wrC0VEeFd,https://api.spotify.com/v1/audio-analysis/2ZSnZs3Fzt639wrC0VEeFd,194560,4,1,Classical
0.38,0.0249,9,-28.423,1,0.0527,0.983,0.934,0.0862,0.14,149.602,audio_features,1UT4F8DOvzM616ZTOm1z6s,spotify:track:1UT4F8DOvzM616ZTOm1z6s,https://api.spotify.com/v1/tracks/1UT4F8DOvzM616ZTOm1z6s,https://api.spotify.com/v1/audio-analysis/1UT4F8DOvzM616ZTOm1z6s,96787,4,1,Classical
0.405,0.128,2,-26.314,1,0.0653,0.995,0.903,0.137,0.319,148.088,audio_features,5MfdRq8y6mfx4lsj1gUt3I,spotify:track:5MfdRq8y6mfx4lsj1gUt3I,https://api.spotify.com/v1/tracks/5MfdRq8y6mfx4lsj1gUt3I,https://api.spotify.com/v1/audio-analysis/5MfdRq8y6mfx4lsj1gUt3I,60680,3,1,Classical
0.528,0.705,0,-4.767,0,0.352,0.0691,0.0,0.109,0.645,160.014,audio_features,0L6w0YHzEYfmO8Pp0ibcin,spotify:track:0L6w0YHzEYfmO8Pp0ibcin,https://api.spotify.com/v1/tracks/0L6w0YHzEYfmO8Pp0ibcin,https://api.spotify.com/v1/audio-analysis/0L6w0YHzEYfmO8Pp0ibcin,180581,4,1,Hip-Hop
0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4,1,Hip-Hop
0.407,0.00616,7,-35.91,0,0.0384,0.994,0.949,0.0721,0.162,95.761,audio_features,7jBaUnodzhFJCMaPRC4cD7,spotify:track:7jBaUnodzhFJCMaPRC4cD7,https://api.spotify.com/v1/tracks/7jBaUnodzhFJCMaPRC4cD7,https://api.spotify.com/v1/audio-analysis/7jBaUnodzhFJCMaPRC4cD7,131333,1,1,Classical
0.104,0.0587,4,-31.471,0,0.0338,0.978,0.905,0.0958,0.416,85.379,audio_features,5cUJqN0pzOQLVDe7mdxyMx,spotify:track:5cUJqN0pzOQLVDe7mdxyMx,https://api.spotify.com/v1/tracks/5cUJqN0pzOQLVDe7mdxyMx,https://api.spotify.com/v1/audio-analysis/5cUJqN0pzOQLVDe7mdxyMx,106000,4,1,Classical
0.138,0.0384,0,-31.042,1,0.0411,0.944,0.987,0.106,0.0637,141.929,audio_features,5d9kkOvx3H0GVGB9AtLgvJ,spotify:track:5d9kkOvx3H0GVGB9AtLgvJ,https://api.spotify.com/v1/tracks/5d9kkOvx3H0GVGB9AtLgvJ,https://api.spotify.com/v1/audio-analysis/5d9kkOvx3H0GVGB9AtLgvJ,106800,4,1,Classical
0.133,0.00155,10,-42.839,1,0.0446,0.829,0.000111,0.0916,0.126,99.782,audio_features,6t2UFULQXc3N0oO0ujaK39,spotify:track:6t2UFULQXc3N0oO0ujaK39,https://api.spotify.com/v1/tracks/6t2UFULQXc3N0oO0ujaK39,https://api.spotify.com/v1/audio-analysis/6t2UFULQXc3N0oO0ujaK39,180067,4,1,Classical
0.295,0.162,6,-22.206,1,0.0398,0.988,0.95,0.0823,0.0381,98.268,audio_features,6IHh011SaCLmvtLvqsbvRG,spotify:track:6IHh011SaCLmvtLvqsbvRG,https://api.spotify.com/v1/tracks/6IHh011SaCLmvtLvqsbvRG,https://api.spotify.com/v1/audio-analysis/6IHh011SaCLmvtLvqsbvRG,435442,4,1,Classical
0.889,0.451,10,-7.77,0,0.0662,0.261,0.0,0.0465,0.635,104.043,audio_features,5o54O3MOnMvcPTmkguYkwg,spotify:track:5o54O3MOnMvcPTmkguYkwg,https://api.spotify.com/v1/tracks/5o54O3MOnMvcPTmkguYkwg,https://api.spotify.com/v1/audio-analysis/5o54O3MOnMvcPTmkguYkwg,187061,4,1,Hip-Hop
0.149,0.0524,0,-26.153,1,0.0421,0.934,0.157,0.122,0.225,82.722,audio_features,1hluAwU22UEZOQQf3qxwxH,spotify:track:1hluAwU22UEZOQQf3qxwxH,https://api.spotify.com/v1/tracks/1hluAwU22UEZOQQf3qxwxH,https://api.spotify.com/v1/audio-analysis/1hluAwU22UEZOQQf3qxwxH,132236,3,1,Classical
0.313,0.185,3,-17.131,1,0.0365,0.919,0.848,0.119,0.171,135.907,audio_features,0hCbtOo9aFH3RDybCUi07Z,spotify:track:0hCbtOo9aFH3RDybCUi07Z,https://api.spotify.com/v1/tracks/0hCbtOo9aFH3RDybCUi07Z,https://api.spotify.com/v1/audio-analysis/0hCbtOo9aFH3RDybCUi07Z,844467,4,1,Classical
0.901,0.512,1,-6.468,1,0.37,0.00273,0.0,0.0979,0.638,85.012,audio_features,71mDjdeVK9sqXmamMHaAfX,spotify:track:71mDjdeVK9sqXmamMHaAfX,https://api.spotify.com/v1/tracks/71mDjdeVK9sqXmamMHaAfX,https://api.spotify.com/v1/audio-analysis/71mDjdeVK9sqXmamMHaAfX,283387,4,1,Hip-Hop
0.201,0.152,9,-16.474,0,0.0363,0.854,0.866,0.109,0.136,139.077,audio_features,5nxm8bt3ZlGShXeajE6GRC,spotify:track:5nxm8bt3ZlGShXeajE6GRC,https://api.spotify.com/v1/tracks/5nxm8bt3ZlGShXeajE6GRC,https://api.spotify.com/v1/audio-analysis/5nxm8bt3ZlGShXeajE6GRC,124707,3,1,Classical
0.312,0.0443,0,-26.137,1,0.0297,0.905,0.837,0.0872,0.183,96.948,audio_features,4TewheY5HBdF1Qv1DVZwcJ,spotify:track:4TewheY5HBdF1Qv1DVZwcJ,https://api.spotify.com/v1/tracks/4TewheY5HBdF1Qv1DVZwcJ,https://api.spotify.com/v1/audio-analysis/4TewheY5HBdF1Qv1DVZwcJ,377560,4,1,Classical
0.337,0.116,4,-27.543,1,0.0557,0.993,0.916,0.108,0.739,76.491,audio_features,1PKtmIPgEg6mb1t473ljnc,spotify:track:1PKtmIPgEg6mb1t473ljnc,https://api.spotify.com/v1/tracks/1PKtmIPgEg6mb1t473ljnc,https://api.spotify.com/v1/audio-analysis/1PKtmIPgEg6mb1t473ljnc,59173,3,1,Classical
0.18,0.0238,3,-31.705,1,0.0452,0.98,0.93,0.0999,0.184,128.848,audio_features,3eHSMvfEhVNjavnS3yemOI,spotify:track:3eHSMvfEhVNjavnS3yemOI,https://api.spotify.com/v1/tracks/3eHSMvfEhVNjavnS3yemOI,https://api.spotify.com/v1/audio-analysis/3eHSMvfEhVNjavnS3yemOI,127080,3,1,Classical
0.34,0.0572,9,-24.712,0,0.0436,0.995,0.863,0.0754,0.0397,69.904,audio_features,2WHjgyoLvARZjvWUpPICBC,spotify:track:2WHjgyoLvARZjvWUpPICBC,https://api.spotify.com/v1/tracks/2WHjgyoLvARZjvWUpPICBC,https://api.spotify.com/v1/audio-analysis/2WHjgyoLvARZjvWUpPICBC,268707,4,1,Classical
0.208,0.00643,2,-44.347,0,0.0433,0.992,0.935,0.0849,0.476,66.291,audio_features,4iXgy9zH7eYSwDuYwb7waL,spotify:track:4iXgy9zH7eYSwDuYwb7waL,https://api.spotify.com/v1/tracks/4iXgy9zH7eYSwDuYwb7waL,https://api.spotify.com/v1/audio-analysis/4iXgy9zH7eYSwDuYwb7waL,768173,4,1,Classical
0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,audio_features,1yxgsra98r3qAtxqiGZPiX,spotify:track:1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,190678,4,1,Hip-Hop
0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,audio_features,6pcYAFkGyFRCrmcXk6iauq,spotify:track:6pcYAFkGyFRCrmcXk6iauq,https://api.spotify.com/v1/tracks/6pcYAFkGyFRCrmcXk6iauq,https://api.spotify.com/v1/audio-analysis/6pcYAFkGyFRCrmcXk6iauq,202625,4,1,Hip-Hop
0.595,0.0516,9,-32.302,0,0.045,0.995,0.933,0.0696,0.204,115.159,audio_features,3vKI62pDdIzzwqbmaeYH2A,spotify:track:3vKI62pDdIzzwqbmaeYH2A,https://api.spotify.com/v1/tracks/3vKI62pDdIzzwqbmaeYH2A,https://api.spotify.com/v1/audio-analysis/3vKI62pDdIzzwqbmaeYH2A,111526,4,1,Classical
0.722,0.329,0,-11.617,0,0.108,0.088,0.0,0.081,0.166,99.991,audio_features,0F7rEdewJ6cSLylOZZpDu7,spotify:track:0F7rEdewJ6cSLylOZZpDu7,https://api.spotify.com/v1/tracks/0F7rEdewJ6cSLylOZZpDu7,https://api.spotify.com/v1/audio-analysis/0F7rEdewJ6cSLylOZZpDu7,230713,4,1,Hip-Hop
0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,audio_features,04MLEeAMuV9IlHEsD8vF6A,spotify:track:04MLEeAMuV9IlHEsD8vF6A,https://api.spotify.com/v1/tracks/04MLEeAMuV9IlHEsD8vF6A,https://api.spotify.com/v1/audio-analysis/04MLEeAMuV9IlHEsD8vF6A,192172,4,1,Hip-Hop
0.831,0.79,1,-4.714,0,0.165,0.0024,0.0,0.0515,0.791,93.14,audio_features,0OvwzS8FX73Bw7ykMRmffU,spotify:track:0OvwzS8FX73Bw7ykMRmffU,https://api.spotify.com/v1/tracks/0OvwzS8FX73Bw7ykMRmffU,https://api.spotify.com/v1/audio-analysis/0OvwzS8FX73Bw7ykMRmffU,262827,4,1,Hip-Hop
0.782,0.939,7,-4.51,1,0.1,0.146,0.00586,0.307,0.749,96.02,audio_features,0lyYVubxulG0uUPOVCQj0Z,spotify:track:0lyYVubxulG0uUPOVCQj0Z,https://api.spotify.com/v1/tracks/0lyYVubxulG0uUPOVCQj0Z,https://api.spotify.com/v1/audio-analysis/0lyYVubxulG0uUPOVCQj0Z,304173,4,1,Hip-Hop
0.28,0.0292,0,-26.544,1,0.0514,0.985,0.951,0.125,0.121,109.711,audio_features,6fu7onizuA0GuuzjVaY5BU,spotify:track:6fu7onizuA0GuuzjVaY5BU,https://api.spotify.com/v1/tracks/6fu7onizuA0GuuzjVaY5BU,https://api.spotify.com/v1/audio-analysis/6fu7onizuA0GuuzjVaY5BU,134413,3,1,Classical
0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,audio_features,598yNsG1JFrGd4n2kMoz7F,spotify:track:598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011,4,1,Hip-Hop
0.263,0.0402,10,-22.182,1,0.0368,0.995,0.902,0.12,0.0838,83.263,audio_features,5UIPsKm1mv0TlLO8jkUIzD,spotify:track:5UIPsKm1mv0TlLO8jkUIzD,https://api.spotify.com/v1/tracks/5UIPsKm1mv0TlLO8jkUIzD,https://api.spotify.com/v1/audio-analysis/5UIPsKm1mv0TlLO8jkUIzD,170093,4,1,Classical
0.357,0.134,9,-20.948,0,0.0539,0.988,0.887,0.0745,0.106,74.632,audio_features,2Ag1nZjZ5tGgepkxW5jaMn,spotify:track:2Ag1nZjZ5tGgepkxW5jaMn,https://api.spotify.com/v1/tracks/2Ag1nZjZ5tGgepkxW5jaMn,https://api.spotify.com/v1/audio-analysis/2Ag1nZjZ5tGgepkxW5jaMn,136871,4,1,Classical
0.911,0.636,1,-6.202,1,0.198,0.00856,0.0,0.0959,0.431,88.956,audio_features,6001xXfECxjyKrrbbRF0Vl,spotify:track:6001xXfECxjyKrrbbRF0Vl,https://api.spotify.com/v1/tracks/6001xXfECxjyKrrbbRF0Vl,https://api.spotify.com/v1/audio-analysis/6001xXfECxjyKrrbbRF0Vl,171236,4,1,Hip-Hop
0.197,0.227,2,-11.933,0,0.0363,0.486,0.896,0.21,0.0348,129.65,audio_features,2jLZRe37zPVt0sbnxDt1Dk,spotify:track:2jLZRe37zPVt0sbnxDt1Dk,https://api.spotify.com/v1/tracks/2jLZRe37zPVt0sbnxDt1Dk,https://api.spotify.com/v1/audio-analysis/2jLZRe37zPVt0sbnxDt1Dk,220510,5,1,Classical
0.695,0.602,11,-7.178,1,0.396,0.228,0.0,0.67,0.541,94.07,audio_features,0Otdui0avqjOxuCAzC7Jfc,spotify:track:0Otdui0avqjOxuCAzC7Jfc,https://api.spotify.com/v1/tracks/0Otdui0avqjOxuCAzC7Jfc,https://api.spotify.com/v1/audio-analysis/0Otdui0avqjOxuCAzC7Jfc,187679,4,1,Hip-Hop
0.875,0.732,1,-5.135,1,0.0635,0.0198,0.0,0.11,0.159,87.142,audio_features,323Tzd2yjV4pifrVAajafb,spotify:track:323Tzd2yjV4pifrVAajafb,https://api.spotify.com/v1/tracks/323Tzd2yjV4pifrVAajafb,https://api.spotify.com/v1/audio-analysis/323Tzd2yjV4pifrVAajafb,200933,4,1,Hip-Hop
0.63,0.671,6,-6.659,0,0.256,0.363,0.0,0.113,0.333,89.921,audio_features,735RSTb2xbtWbDtKD9XDYi,spotify:track:735RSTb2xbtWbDtKD9XDYi,https://api.spotify.com/v1/tracks/735RSTb2xbtWbDtKD9XDYi,https://api.spotify.com/v1/audio-analysis/735RSTb2xbtWbDtKD9XDYi,174333,4,1,Hip-Hop
0.34,0.149,0,-18.16,1,0.0437,0.657,0.00491,0.138,0.248,104.839,audio_features,0rbLwE28ejXKqJLgxCuS6K,spotify:track:0rbLwE28ejXKqJLgxCuS6K,https://api.spotify.com/v1/tracks/0rbLwE28ejXKqJLgxCuS6K,https://api.spotify.com/v1/audio-analysis/0rbLwE28ejXKqJLgxCuS6K,340387,4,1,Classical
0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,audio_features,6ya8ejoKgw906Y8LWclqrp,spotify:track:6ya8ejoKgw906Y8LWclqrp,https://api.spotify.com/v1/tracks/6ya8ejoKgw906Y8LWclqrp,https://api.spotify.com/v1/audio-analysis/6ya8ejoKgw906Y8LWclqrp,233278,4,1,Hip-Hop
0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,1xbtojAZsQjOgiGdGX6ChU,spotify:track:1xbtojAZsQjOgiGdGX6ChU,https://api.spotify.com/v1/tracks/1xbtojAZsQjOgiGdGX6ChU,https://api.spotify.com/v1/audio-analysis/1xbtojAZsQjOgiGdGX6ChU,131248,4,1,Hip-Hop
0.291,0.0573,7,-28.273,1,0.0382,0.99,0.901,0.135,0.428,137.489,audio_features,688T7aVGomCvoPqH4YL9yc,spotify:track:688T7aVGomCvoPqH4YL9yc,https://api.spotify.com/v1/tracks/688T7aVGomCvoPqH4YL9yc,https://api.spotify.com/v1/audio-analysis/688T7aVGomCvoPqH4YL9yc,180200,4,1,Classical
0.225,0.0972,2,-21.852,1,0.0364,0.936,0.618,0.0913,0.0794,103.212,audio_features,0PlTjNRzj6MkPfaLHNeZLZ,spotify:track:0PlTjNRzj6MkPfaLHNeZLZ,https://api.spotify.com/v1/tracks/0PlTjNRzj6MkPfaLHNeZLZ,https://api.spotify.com/v1/audio-analysis/0PlTjNRzj6MkPfaLHNeZLZ,690307,4,1,Classical
0.369,0.0264,7,-23.602,1,0.0578,0.938,0.0151,0.0855,0.112,115.85,audio_features,5p2665rdi1sFIoCY5BFTy0,spotify:track:5p2665rdi1sFIoCY5BFTy0,https://api.spotify.com/v1/tracks/5p2665rdi1sFIoCY5BFTy0,https://api.spotify.com/v1/audio-analysis/5p2665rdi1sFIoCY5BFTy0,120813,3,1,Classical
0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,5qmq61DAAOUaW8AUo8xKhh,spotify:track:5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/tracks/5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/audio-analysis/5qmq61DAAOUaW8AUo8xKhh,173325,4,1,Hip-Hop
0.789,0.881,11,-5.758,1,0.0331,0.108,0.0,0.355,0.647,133.301,audio_features,5MYFw4T2gy52pOGBN4EYHS,spotify:track:5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/tracks/5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/audio-analysis/5MYFw4T2gy52pOGBN4EYHS,236600,4,1,Hip-Hop
0.255,0.0534,4,-27.366,1,0.0585,0.974,0.319,0.109,0.227,142.695,audio_features,2K01jEOja47eLwJsh1j3ZK,spotify:track:2K01jEOja47eLwJsh1j3ZK,https://api.spotify.com/v1/tracks/2K01jEOja47eLwJsh1j3ZK,https://api.spotify.com/v1/audio-analysis/2K01jEOja47eLwJsh1j3ZK,89400,3,1,Classical
0.203,0.00399,1,-35.638,1,0.0405,0.985,0.922,0.111,0.0779,74.253,audio_features,0Jp7n6FKqGVxtXPMVYtMQr,spotify:track:0Jp7n6FKqGVxtXPMVYtMQr,https://api.spotify.com/v1/tracks/0Jp7n6FKqGVxtXPMVYtMQr,https://api.spotify.com/v1/audio-analysis/0Jp7n6FKqGVxtXPMVYtMQr,259573,4,1,Classical
0.321,0.0272,3,-25.066,1,0.037,0.993,0.919,0.0947,0.0632,74.69,audio_features,2BoGqeQPudKngGagsPjSJW,spotify:track:2BoGqeQPudKngGagsPjSJW,https://api.spotify.com/v1/tracks/2BoGqeQPudKngGagsPjSJW,https://api.spotify.com/v1/audio-analysis/2BoGqeQPudKngGagsPjSJW,221732,4,1,Classical
0.199,0.27,0,-11.029,1,0.036,0.915,0.859,0.154,0.0459,125.003,audio_features,6jwumZzIT95nYQAl6I6rM1,spotify:track:6jwumZzIT95nYQAl6I6rM1,https://api.spotify.com/v1/tracks/6jwumZzIT95nYQAl6I6rM1,https://api.spotify.com/v1/audio-analysis/6jwumZzIT95nYQAl6I6rM1,539240,4,1,Classical
0.553,0.0284,4,-33.318,0,0.0377,0.995,0.959,0.104,0.691,99.719,audio_features,1dORc0ucgLBKLRg6Uw8O6D,spotify:track:1dORc0ucgLBKLRg6Uw8O6D,https://api.spotify.com/v1/tracks/1dORc0ucgLBKLRg6Uw8O6D,https://api.spotify.com/v1/audio-analysis/1dORc0ucgLBKLRg6Uw8O6D,80280,4,1,Classical
0.329,0.0109,5,-27.436,0,0.0538,0.969,0.398,0.105,0.0979,139.23,audio_features,61BZ2UBzjv5i6AHadb18Lz,spotify:track:61BZ2UBzjv5i6AHadb18Lz,https://api.spotify.com/v1/tracks/61BZ2UBzjv5i6AHadb18Lz,https://api.spotify.com/v1/audio-analysis/61BZ2UBzjv5i6AHadb18Lz,223493,3,1,Classical
0.272,0.0755,6,-27.086,0,0.036,0.995,0.842,0.089,0.0558,65.575,audio_features,4l9cn16iKTWOsOzzshHURv,spotify:track:4l9cn16iKTWOsOzzshHURv,https://api.spotify.com/v1/tracks/4l9cn16iKTWOsOzzshHURv,https://api.spotify.com/v1/audio-analysis/4l9cn16iKTWOsOzzshHURv,123690,4,1,Classical
0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,audio_features,6rfRwqIMFFCDpuvYGvgtpD,spotify:track:6rfRwqIMFFCDpuvYGvgtpD,https://api.spotify.com/v1/tracks/6rfRwqIMFFCDpuvYGvgtpD,https://api.spotify.com/v1/audio-analysis/6rfRwqIMFFCDpuvYGvgtpD,186022,4,1,Hip-Hop
0.412,0.169,5,-22.38,0,0.0461,0.873,0.44,0.0879,0.274,145.719,audio_features,5ONoZEMrJXvCkLZkhYXu3p,spotify:track:5ONoZEMrJXvCkLZkhYXu3p,https://api.spotify.com/v1/tracks/5ONoZEMrJXvCkLZkhYXu3p,https://api.spotify.com/v1/audio-analysis/5ONoZEMrJXvCkLZkhYXu3p,219773,4,1,Classical
0.523,0.647,1,-6.385,1,0.253,0.00287,0.000327,0.344,0.192,139.72,audio_features,7vAkKCODYbpF2b6brNLzqo,spotify:track:7vAkKCODYbpF2b6brNLzqo,https://api.spotify.com/v1/tracks/7vAkKCODYbpF2b6brNLzqo,https://api.spotify.com/v1/audio-analysis/7vAkKCODYbpF2b6brNLzqo,137520,4,1,Hip-Hop
0.328,0.0594,8,-25.017,1,0.0456,0.974,0.897,0.094,0.0936,85.478,audio_features,6fqXx67EOQOLEQHFA5ZnBY,spotify:track:6fqXx67EOQOLEQHFA5ZnBY,https://api.spotify.com/v1/tracks/6fqXx67EOQOLEQHFA5ZnBY,https://api.spotify.com/v1/audio-analysis/6fqXx67EOQOLEQHFA5ZnBY,267773,3,1,Classical
0.647,0.0167,9,-33.118,0,0.125,0.995,0.895,0.0791,0.44,65.227,audio_features,1jrCgWRvMGiDYUKgXs99Q4,spotify:track:1jrCgWRvMGiDYUKgXs99Q4,https://api.spotify.com/v1/tracks/1jrCgWRvMGiDYUKgXs99Q4,https://api.spotify.com/v1/audio-analysis/1jrCgWRvMGiDYUKgXs99Q4,76747,3,1,Classical
