danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,target,genre
0.815,0.797,2,-6.304,1,0.186,0.0557,0.0,0.641,0.65,96.006,audio_features,25CnqAR7fzAQbb2SVoSa0b,spotify:track:25CnqAR7fzAQbb2SVoSa0b,https://api.spotify.com/v1/tracks/25CnqAR7fzAQbb2SVoSa0b,https://api.spotify.com/v1/audio-analysis/25CnqAR7fzAQbb2SVoSa0b,292840,4,1,Hip-Hop
0.363,0.0322,0,-26.755,0,0.045,0.994,0.858,0.0848,0.269,68.945,audio_features,2AQH0HED8J5G3vsYMlIrxw,spotify:track:2AQH0HED8J5G3vsYMlIrxw,https://api.spotify.com/v1/tracks/2AQH0HED8J5G3vsYMlIrxw,https://api.spotify.com/v1/audio-analysis/2AQH0HED8J5G3vsYMlIrxw,168400,4,1,Classical
0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.106,0.551,166.11,audio_features,2NRGaA1GyCmTYfm2GRPkUe,spotify:track:2NRGaA1GyCmTYfm2GRPkUe,https://api.spotify.com/v1/tracks/2NRGaA1GyCmTYfm2GRPkUe,https://api.spotify.com/v1/audio-analysis/2NRGaA1GyCmTYfm2GRPkUe,142320,4,1,Hip-Hop
0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,audio_features,7g7M96UGiA7OR79H86gV4m,spotify:track:7g7M96UGiA7OR79H86gV4m,https://api.spotify.com/v1/tracks/7g7M96UGiA7OR79H86gV4m,https://api.spotify.com/v1/audio-analysis/7g7M96UGiA7OR79H86gV4m,202720,4,1,Hip-Hop
0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721,4,1,Hip-Hop
0.377,0.0725,0,-22.218,0,0.0584,0.993,0.912,0.174,0.0472,67.547,audio_features,6L6TuOAEZHf93tJULIjQrj,spotify:track:6L6TuOAEZHf93tJULIjQrj,https://api.spotify.com/v1/tracks/6L6TuOAEZHf93tJULIjQrj,https://api.spotify.com/v1/audio-analysis/6L6TuOAEZHf93tJULIjQrj,228293,3,1,Classical
0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,audio_features,0X1VSToxgqA7HgjaaSmIKO,spotify:track:0X1VSToxgqA7HgjaaSmIKO,https://api.spotify.com/v1/tracks/0X1VSToxgqA7HgjaaSmIKO,https://api.spotify.com/v1/audio-analysis/0X1VSToxgqA7HgjaaSmIKO,158532,4,1,Hip-Hop
0.74,0.841,6,-2.891,0,0.237,0.023,0.0,0.112,0.673,83.007,audio_features,5mEwhCsqadBZIE7SSrv1gC,spotify:track:5mEwhCsqadBZIE7SSrv1gC,https://api.spotify.com/v1/tracks/5mEwhCsqadBZIE7SSrv1gC,https://api.spotify.com/v1/audio-analysis/5mEwhCsqadBZIE7SSrv1gC,248627,4,1,Hip-Hop
0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,audio_features,4mmkhcEm1Ljy1U9nwtsxUo,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/tracks/4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/audio-analysis/4mmkhcEm1Ljy1U9nwtsxUo,221227,4,1,Hip-Hop
0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.117,0.483,82.43,audio_features,1GIYmwtBbPSHrqcSaukZck,spotify:track:1GIYmwtBbPSHrqcSaukZck,https://api.spotify.com/v1/tracks/1GIYmwtBbPSHrqcSaukZck,https://api.spotify.com/v1/audio-analysis/1GIYmwtBbPSHrqcSaukZck,232733,4,1,Hip-Hop
0.754,0.767,6,-5.587,1,0.186,0.0214,0.0,0.172,0.815,83.014,audio_features,4gdQ8QShlC3toP9Mkc8DwB,spotify:track:4gdQ8QShlC3toP9Mkc8DwB,https://api.spotify.com/v1/tracks/4gdQ8QShlC3toP9Mkc8DwB,https://api.spotify.com/v1/audio-analysis/4gdQ8QShlC3toP9Mkc8DwB,204707,4,1,Hip-Hop
0.832,0.648,7,-6.383,0,0.37,0.532,0.0,0.0705,0.624,120.933,audio_features,1MJYFJ2igOWZpTo2kDcolx,spotify:track:1MJYFJ2igOWZpTo2kDcolx,https://api.spotify.com/v1/tracks/1MJYFJ2igOWZpTo2kDcolx,https://api.spotify.com/v1/audio-analysis/1MJYFJ2igOWZpTo2kDcolx,217867,4,1,Hip-Hop
0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,4,1,Hip-Hop
0.34,0.0477,8,-25.288,1,0.0427,0.993,0.921,0.222,0.181,68.593,audio_features,5LrAbIMMvP6UqbsxYhXfXD,spotify:track:5LrAbIMMvP6UqbsxYhXfXD,https://api.spotify.com/v1/tracks/5LrAbIMMvP6UqbsxYhXfXD,https://api.spotify.com/v1/audio-analysis/5LrAbIMMvP6UqbsxYhXfXD,194093,3,1,Classical
0.729,0.795,7,-4.579,1,0.144,0.354,0.0,0.536,0.856,146.747,audio_features,5zd9TgduWbfFXwgnm3K3Rz,spotify:track:5zd9TgduWbfFXwgnm3K3Rz,https://api.spotify.com/v1/tracks/5zd9TgduWbfFXwgnm3K3Rz,https://api.spotify.com/v1/audio-analysis/5zd9TgduWbfFXwgnm3K3Rz,176880,4,1,Hip-Hop
0.208,0.00875,10,-37.23,1,0.0361,0.981,0.969,0.0756,0.0911,83.034,audio_features,5OzKjqcRA9Liij96vHgIyS,spotify:track:5OzKjqcRA9Liij96vHgIyS,https://api.spotify.com/v1/tracks/5OzKjqcRA9Liij96vHgIyS,https://api.spotify.com/v1/audio-analysis/5OzKjqcRA9Liij96vHgIyS,136400,4,1,Classical
0.108,0.0439,7,-28.888,1,0.0425,0.969,0.959,0.105,0.0494,69.395,audio_features,4IDn6FlDFosueSOH0mfExb,spotify:track:4IDn6FlDFosueSOH0mfExb,https://api.spotify.com/v1/tracks/4IDn6FlDFosueSOH0mfExb,https://api.spotify.com/v1/audio-analysis/4IDn6FlDFosueSOH0mfExb,265773,4,1,Classical
0.431,0.894,5,-2.673,0,0.33,0.0951,0.0,0.188,0.604,162.193,audio_features,1GxHeBvQ9935Dd3cSfsfBa,spotify:track:1GxHeBvQ9935Dd3cSfsfBa,https://api.spotify.com/v1/tracks/1GxHeBvQ9935Dd3cSfsfBa,https://api.spotify.com/v1/audio-analysis/1GxHeBvQ9935Dd3cSfsfBa,258760,4,1,Hip-Hop
0.494,0.257,0,-17.726,0,0.0369,0.962,0.837,0.0661,0.495,103.329,audio_features,4alX38C66NaGwS7YaskQHR,spotify:track:4alX38C66NaGwS7YaskQHR,https://api.spotify.com/v1/tracks/4alX38C66NaGwS7YaskQHR,https://api.spotify.com/v1/audio-analysis/4alX38C66NaGwS7YaskQHR,271147,4,1,Classical
0.107,0.0329,0,-29.429,1,0.0389,0.962,0.868,0.0932,0.0377,91.64,audio_features,2WuYYACpbXgn41VaPN3IYs,spotify:track:2WuYYACpbXgn41VaPN3IYs,https://api.spotify.com/v1/tracks/2WuYYACpbXgn41VaPN3IYs,https://api.spotify.com/v1/audio-analysis/2WuYYACpbXgn41VaPN3IYs,227013,4,1,Classical
0.662,0.827,11,-3.095,1,0.083,0.151,0.0,0.0908,0.58,77.511,audio_features,6cnufgF6qLJGZT2PRFZBr1,spotify:track:6cnufgF6qLJGZT2PRFZBr1,https://api.spotify.com/v1/tracks/6cnufgF6qLJGZT2PRFZBr1,https://api.spotify.com/v1/audio-analysis/6cnufgF6qLJGZT2PRFZBr1,252093,4,1,Hip-Hop
0.344,0.172,2,-17.592,1,0.0472,0.926,0.817,0.321,0.318,87.192,audio_features,4I1Yo2bxDB9ynjvhyaytjC,spotify:track:4I1Yo2bxDB9ynjvhyaytjC,https://api.spotify.com/v1/tracks/4I1Yo2bxDB9ynjvhyaytjC,https://api.spotify.com/v1/audio-analysis/4I1Yo2bxDB9ynjvhyaytjC,570016,4,1,Classical
0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,audio_features,4SWWe2OYC4mqf40Gc2RSdl,spotify:track:4SWWe2OYC4mqf40Gc2RSdl,https://api.spotify.com/v1/tracks/4SWWe2OYC4mqf40Gc2RSdl,https://api.spotify.com/v1/audio-analysis/4SWWe2OYC4mqf40Gc2RSdl,224002,4,1,Hip-Hop
0.132,0.0492,3,-27.945,1,0.0442,0.952,0.966,0.108,0.0655,83.129,audio_features,3pDST36MAGDsFjx9w2jSvP,spotify:track:3pDST36MAGDsFjx9w2jSvP,https://api.spotify.com/v1/tracks/3pDST36MAGDsFjx9w2jSvP,https://api.spotify.com/v1/audio-analysis/3pDST36MAGDsFjx9w2jSvP,221560,4,1,Classical
0.807,0.538,10,-7.655,0,0.113,0.0403,2.93e-05,0.108,0.742,155.005,audio_features,0XvFCkqsofC8sNX0zOhFmv,spotify:track:0XvFCkqsofC8sNX0zOhFmv,https://api.spotify.com/v1/tracks/0XvFCkqsofC8sNX0zOhFmv,https://api.spotify.com/v1/audio-analysis/0XvFCkqsofC8sNX0zOhFmv,144201,4,1,Hip-Hop
0.364,0.0795,9,-24.087,0,0.0363,0.97,0.881,0.103,0.236,121.045,audio_features,4EwS5la55FNgz6r3N57A9f,spotify:track:4EwS5la55FNgz6r3N57A9f,https://api.spotify.com/v1/tracks/4EwS5la55FNgz6r3N57A9f,https://api.spotify.com/v1/audio-analysis/4EwS5la55FNgz6r3N57A9f,217518,4,1,Classical
0.824,0.645,9,-6.324,1,0.367,0.0173,2.76e-06,0.11,0.457,84.754,audio_features,2yd52fQjwKXLm6CiZzxO8q,spotify:track:2yd52fQjwKXLm6CiZzxO8q,https://api.spotify.com/v1/tracks/2yd52fQjwKXLm6CiZzxO8q,https://api.spotify.com/v1/audio-analysis/2yd52fQjwKXLm6CiZzxO8q,136309,4,1,Hip-Hop
0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,audio_features,7uf3aFC1msj0t5cYImgOWy,spotify:track:7uf3aFC1msj0t5cYImgOWy,https://api.spotify.com/v1/tracks/7uf3aFC1msj0t5cYImgOWy,https://api.spotify.com/v1/audio-analysis/7uf3aFC1msj0t5cYImgOWy,209373,4,1,Classical
0.313,0.0123,9,-28.118,1,0.035,0.972,0.094,0.159,0.169,70.7,audio_features,4NC4KvaFdH8WrLpgHnLyWZ,spotify:track:4NC4KvaFdH8WrLpgHnLyWZ,https://api.spotify.com/v1/tracks/4NC4KvaFdH8WrLpgHnLyWZ,https://api.spotify.com/v1/audio-analysis/4NC4KvaFdH8WrLpgHnLyWZ,295667,4,1,Classical
0.236,0.186,0,-20.559,1,0.0384,0.923,0.963,0.108,0.0655,80.766,audio_features,7aXVQZp2nbLoPEc2GZ4K5K,spotify:track:7aXVQZp2nbLoPEc2GZ4K5K,https://api.spotify.com/v1/tracks/7aXVQZp2nbLoPEc2GZ4K5K,https://api.spotify.com/v1/audio-analysis/7aXVQZp2nbLoPEc2GZ4K5K,123067,3,1,Classical
0.367,0.0215,10,-25.542,1,0.0489,0.993,0.941,0.0741,0.0953,66.939,audio_features,2dU25LdR617Td0nKMD6gXB,spotify:track:2dU25LdR617Td0nKMD6gXB,https://api.spotify.com/v1/tracks/2dU25LdR617Td0nKMD6gXB,https://api.spotify.com/v1/audio-analysis/2dU25LdR617Td0nKMD6gXB,285000,3,1,Classical
0.37,0.12,10,-25.251,0,0.0502,0.993,0.906,0.104,0.187,127.129,audio_features,5f1RCJIecw4J6xc442kPpn,spotify:track:5f1RCJIecw4J6xc442kPpn,https://api.spotify.com/v1/tracks/5f1RCJIecw4J6xc442kPpn,https://api.spotify.com/v1/audio-analysis/5f1RCJIecw4J6xc442kPpn,100000,3,1,Classical
0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,audio_features,6o3s08kk2fQI37vxGZDrJ1,spotify:track:6o3s08kk2fQI37vxGZDrJ1,https://api.spotify.com/v1/tracks/6o3s08kk2fQI37vxGZDrJ1,https://api.spotify.com/v1/audio-analysis/6o3s08kk2fQI37vxGZDrJ1,274387,4,1,Hip-Hop
0.606,0.00367,5,-30.117,1,0.0892,0.994,0.887,0.0737,0.0551,130.925,audio_features,5BWcP5slHUid88ERsxEN4a,spotify:track:5BWcP5slHUid88ERsxEN4a,https://api.spotify.com/v1/tracks/5BWcP5slHUid88ERsxEN4a,https://api.spotify.com/v1/audio-analysis/5BWcP5slHUid88ERsxEN4a,188000,4,1,Classical
0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,audio_features,2xyx0o4xNOLLjBSbOOdcbA,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/tracks/2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/audio-analysis/2xyx0o4xNOLLjBSbOOdcbA,143227,4,1,Hip-Hop
0.605,0.829,10,-2.377,0,0.444,0.0392,0.0,0.196,0.708,176.103,audio_features,25YwwruYRtxe6RQdKtrZFS,spotify:track:25YwwruYRtxe6RQdKtrZFS,https://api.spotify.com/v1/tracks/25YwwruYRtxe6RQdKtrZFS,https://api.spotify.com/v1/audio-analysis/25YwwruYRtxe6RQdKtrZFS,278533,4,1,Hip-Hop
0.296,0.0435,0,-29.73,1,0.0411,0.987,0.857,0.0786,0.0302,72.282,audio_features,2GJFu2G9fhaYFrOoX9bejs,spotify:track:2GJFu2G9fhaYFrOoX9bejs,https://api.spotify.com/v1/tracks/2GJFu2G9fhaYFrOoX9bejs,https://api.spotify.com/v1/audio-analysis/2GJFu2G9fhaYFrOoX9bejs,220773,1,1,Classical
0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,audio_features,1Fye8VOMOlXxtBo02TpNWD,spotify:track:1Fye8VOMOlXxtBo02TpNWD,https://api.spotify.com/v1/tracks/1Fye8VOMOlXxtBo02TpNWD,https://api.spotify.com/v1/audio-analysis/1Fye8VOMOlXxtBo02TpNWD,375920,3,1,Classical
0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,audio_features,5Z8HZM6iQMhhqyPcCGY5g9,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/tracks/5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/audio-analysis/5Z8HZM6iQMhhqyPcCGY5g9,193027,4,1,Hip-Hop
0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,audio_features,6vWEAOUSxohKxhp0K1BsxL,spotify:track:6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/tracks/6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/audio-analysis/6vWEAOUSxohKxhp0K1BsxL,230400,4,1,Hip-Hop
0.885,0.543,2,-6.338,1,0.2,0.0311,0.0,0.154,0.43,99.026,audio_features,4hXDobvUaXyDFLnmecoY0z,spotify:track:4hXDobvUaXyDFLnmecoY0z,https://api.spotify.com/v1/tracks/4hXDobvUaXyDFLnmecoY0z,https://api.spotify.com/v1/audio-analysis/4hXDobvUaXyDFLnmecoY0z,195992,4,1,Hip-Hop
0.652,0.184,9,-16.767,0,0.0687,0.984,0.895,0.0895,0.235,73.24,audio_features,4cMvigyjmAJwfvTM9uSw4c,spotify:track:4cMvigyjmAJwfvTM9uSw4c,https://api.spotify.com/v1/tracks/4cMvigyjmAJwfvTM9uSw4c,https://api.spotify.com/v1/audio-analysis/4cMvigyjmAJwfvTM9uSw4c,189709,4,1,Classical
0.403,0.142,9,-25.265,0,0.0464,0.994,0.95,0.152,0.266,95.8,audio_features,2zK4tcebsnrmr6JuAq3yok,spotify:track:2zK4tcebsnrmr6JuAq3yok,https://api.spotify.com/v1/tracks/2zK4tcebsnrmr6JuAq3yok,https://api.spotify.com/v1/audio-analysis/2zK4tcebsnrmr6JuAq3yok,76600,4,1,Classical
0.349,0.0644,0,-19.308,0,0.0379,0.993,0.924,0.0996,0.0458,79.832,audio_features,15NLRAn8YZ5XrDXklYkHDZ,spotify:track:15NLRAn8YZ5XrDXklYkHDZ,https://api.spotify.com/v1/tracks/15NLRAn8YZ5XrDXklYkHDZ,https://api.spotify.com/v1/audio-analysis/15NLRAn8YZ5XrDXklYkHDZ,191853,4,1,Classical
0.116,0.0127,5,-31.623,1,0.0638,0.954,0.95,0.0969,0.0357,65.44,audio_features,5WpGVggkaT3phJEwrVG3EC,spotify:track:5WpGVggkaT3phJEwrVG3EC,https://api.spotify.com/v1/tracks/5WpGVggkaT3phJEwrVG3EC,https://api.spotify.com/v1/audio-analysis/5WpGVggkaT3phJEwrVG3EC,212000,3,1,Classical
0.222,0.142,8,-22.949,1,0.036,0.99,0.912,0.0994,0.196,73.979,audio_features,4fDlXwEJuBkqK9ZLUdBLgY,spotify:track:4fDlXwEJuBkqK9ZLUdBLgY,https://api.spotify.com/v1/tracks/4fDlXwEJuBkqK9ZLUdBLgY,https://api.spotify.com/v1/audio-analysis/4fDlXwEJuBkqK9ZLUdBLgY,254787,3,1,Classical
0.216,0.0271,4,-33.439,0,0.0398,0.995,0.954,0.108,0.165,84.953,audio_features,3MUR1Ku2OcQFcel5ECeR1s,spotify:track:3MUR1Ku2OcQFcel5ECeR1s,https://api.spotify.com/v1/tracks/3MUR1Ku2OcQFcel5ECeR1s,https://api.spotify.com/v1/audio-analysis/3MUR1Ku2OcQFcel5ECeR1s,117053,4,1,Classical
0.3,0.00305,7,-30.576,0,0.0627,0.992,0.928,0.0805,0.0502,144.796,audio_features,2DJW1M9ApPR0kuGb1IVJzJ,spotify:track:2DJW1M9ApPR0kuGb1IVJzJ,https://api.spotify.com/v1/tracks/2DJW1M9ApPR0kuGb1IVJzJ,https://api.spotify.com/v1/audio-analysis/2DJW1M9ApPR0kuGb1IVJzJ,376199,3,1,Classical
0.28,0.00865,7,-30.995,1,0.0473,0.853,0.0,0.186,0.517,84.646,audio_features,6xhtLLQI133wVdxnOZRBKj,spotify:track:6xhtLLQI133wVdxnOZRBKj,https://api.spotify.com/v1/tracks/6xhtLLQI133wVdxnOZRBKj,https://api.spotify.com/v1/audio-analysis/6xhtLLQI133wVdxnOZRBKj,69693,4,1,Classical
0.761,0.694,0,-4.704,1,0.0564,0.00699,1.08e-05,0.117,0.449,108.977,audio_features,7KViJE5WtqHzztR9APTDl0,spotify:track:7KViJE5WtqHzztR9APTDl0,https://api.spotify.com/v1/tracks/7KViJE5WtqHzztR9APTDl0,https://api.spotify.com/v1/audio-analysis/7KViJE5WtqHzztR9APTDl0,369320,4,1,Hip-Hop
0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,audio_features,0NJp8GyCOWnQh71xKSPfuV,spotify:track:0NJp8GyCOWnQh71xKSPfuV,https://api.spotify.com/v1/tracks/0NJp8GyCOWnQh71xKSPfuV,https://api.spotify.com/v1/audio-analysis/0NJp8GyCOWnQh71xKSPfuV,173926,4,1,Hip-Hop
0.396,0.896,4,-4.398,0,0.396,0.0309,0.0,0.207,0.632,86.882,audio_features,3iUnagQlUtjjCNQ3us3lPi,spotify:track:3iUnagQlUtjjCNQ3us3lPi,https://api.spotify.com/v1/tracks/3iUnagQlUtjjCNQ3us3lPi,https://api.spotify.com/v1/audio-analysis/3iUnagQlUtjjCNQ3us3lPi,253840,4,1,Hip-Hop
0.193,0.0158,3,-32.022,1,0.0441,0.987,0.902,0.121,0.164,78.159,audio_features,0Bg70fyCFqNJpERbu9UaxJ,spotify:track:0Bg70fyCFqNJpERbu9UaxJ,https://api.spotify.com/v1/tracks/0Bg70fyCFqNJpERbu9UaxJ,https://api.spotify.com/v1/audio-analysis/0Bg70fyCFqNJpERbu9UaxJ,361493,4,1,Classical
0.833,0.722,1,-5.563,1,0.136,0.0573,1.14e-05,0.358,0.588,107.019,audio_features,4LRKHjC3WH5AKZSGZzlnGk,spotify:track:4LRKHjC3WH5AKZSGZzlnGk,https://api.spotify.com/v1/tracks/4LRKHjC3WH5AKZSGZzlnGk,https://api.spotify.com/v1/audio-analysis/4LRKHjC3WH5AKZSGZzlnGk,175343,4,1,Hip-Hop
0.558,0.105,0,-18.314,0,0.0753,0.955,0.946,0.0845,0.313,113.667,audio_features,7xOxZdtnyCFAq2sqqbCaHj,spotify:track:7xOxZdtnyCFAq2sqqbCaHj,https://api.spotify.com/v1/tracks/7xOxZdtnyCFAq2sqqbCaHj,https://api.spotify.com/v1/audio-analysis/7xOxZdtnyCFAq2sqqbCaHj,151400,4,1,Classical
0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-05,0.113,0.79,143.184,audio_features,59rtiYOPgMEDf3yPEfU2la,spotify:track:59rtiYOPgMEDf3yPEfU2la,https://api.spotify.com/v1/tracks/59rtiYOPgMEDf3yPEfU2la,https://api.spotify.com/v1/audio-analysis/59rtiYOPgMEDf3yPEfU2la,271053,4,1,Hip-Hop
0.43,0.0161,8,-30.584,1,0.0404,0.995,0.901,0.099,0.228,65.636,audio_features,1JtjTJsem2DVeDbLVgBB5o,spotify:track:1JtjTJsem2DVeDbLVgBB5o,https://api.spotify.com/v1/tracks/1JtjTJsem2DVeDbLVgBB5o,https://api.spotify.com/v1/audio-analysis/1JtjTJsem2DVeDbLVgBB5o,109460,3,1,Classical
0.854,0.728,7,-4.01,1,0.298,0.025,0.0,0.0642,0.616,94.907,audio_features,7q8BhxU2ZpUlXqmEy6nKFb,spotify:track:7q8BhxU2ZpUlXqmEy6nKFb,https://api.spotify.com/v1/tracks/7q8BhxU2ZpUlXqmEy6nKFb,https://api.spotify.com/v1/audio-analysis/7q8BhxU2ZpUlXqmEy6nKFb,126871,4,1,Hip-Hop
0.742,0.619,7,-8.693,1,0.197,0.0364,0.000147,0.444,0.516,121.445,audio_features,1gV9BVSqekZsvYoJVqwSY8,spotify:track:1gV9BVSqekZsvYoJVqwSY8,https://api.spotify.com/v1/tracks/1gV9BVSqekZsvYoJVqwSY8,https://api.spotify.com/v1/audio-analysis/1gV9BVSqekZsvYoJVqwSY8,195013,4,1,Hip-Hop
0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,audio_features,44ZJ4hLD5onikKsVLQaILr,spotify:track:44ZJ4hLD5onikKsVLQaILr,https://api.spotify.com/v1/tracks/44ZJ4hLD5onikKsVLQaILr,https://api.spotify.com/v1/audio-analysis/44ZJ4hLD5onikKsVLQaILr,196267,4,1,Hip-Hop
0.702,0.727,5,-3.443,1,0.155,0.0827,0.0,0.0831,0.549,155.093,audio_features,11hQvcLydGTyXS3Wo6AkmW,spotify:track:11hQvcLydGTyXS3Wo6AkmW,https://api.spotify.com/v1/tracks/11hQvcLydGTyXS3Wo6AkmW,https://api.spotify.com/v1/audio-analysis/11hQvcLydGTyXS3Wo6AkmW,249840,4,1,Hip-Hop
0.149,0.0342,7,-27.21,1,0.0485,0.8,0.238,0.314,0.0394,61.655,audio_features,1oINJUWROwSmP7Z3S9056B,spotify:track:1oINJUWROwSmP7Z3S9056B,https://api.spotify.com/v1/tracks/1oINJUWROwSmP7Z3S9056B,https://api.spotify.com/v1/audio-analysis/1oINJUWROwSmP7Z3S9056B,143693,4,1,Classical
0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,audio_features,60SdxE8apGAxMiRrpbmLY0,spotify:track:60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,244679,4,1,Hip-Hop
0.327,0.0727,7,-21.493,0,0.0473,0.923,0.0417,0.27,0.111,129.135,audio_features,0sBxiapItglRiRSrGNN5a5,spotify:track:0sBxiapItglRiRSrGNN5a5,https://api.spotify.com/v1/tracks/0sBxiapItglRiRSrGNN5a5,https://api.spotify.com/v1/audio-analysis/0sBxiapItglRiRSrGNN5a5,115627,4,1,Classical
0.221,0.00921,4,-34.063,1,0.0384,0.995,0.901,0.0837,0.105,138.205,audio_features,2ZoSiPSkWqz36Qqtl940zr,spotify:track:2ZoSiPSkWqz36Qqtl940zr,https://api.spotify.com/v1/tracks/2ZoSiPSkWqz36Qqtl940zr,https://api.spotify.com/v1/audio-analysis/2ZoSiPSkWqz36Qqtl940zr,194000,4,1,Classical
0.568,0.764,5,-3.465,0,0.255,0.217,0.0,0.0931,0.625,179.985,audio_features,2Xo3rLHjXfdb4avN68aQyi,spotify:track:2Xo3rLHjXfdb4avN68aQyi,https://api.spotify.com/v1/tracks/2Xo3rLHjXfdb4avN68aQyi,https://api.spotify.com/v1/audio-analysis/2Xo3rLHjXfdb4avN68aQyi,160720,4,1,Hip-Hop
0.512,0.0114,11,-30.281,1,0.0415,0.75,6.59e-05,0.0969,0.29,132.065,audio_features,04HFjYp900E9b3Plshyvzo,spotify:track:04HFjYp900E9b3Plshyvzo,https://api.spotify.com/v1/tracks/04HFjYp900E9b3Plshyvzo,https://api.spotify.com/v1/audio-analysis/04HFjYp900E9b3Plshyvzo,146333,3,1,Classical
0.344,0.0577,10,-32.24,1,0.0461,0.995,0.9,0.0998,0.491,145.486,audio_features,2efsatoWRINqBXizkqvqCu,spotify:track:2efsatoWRINqBXizkqvqCu,https://api.spotify.com/v1/tracks/2efsatoWRINqBXizkqvqCu,https://api.spotify.com/v1/audio-analysis/2efsatoWRINqBXizkqvqCu,197493,3,1,Classical
0.546,0.00997,9,-28.266,0,0.258,0.995,0.949,0.0851,0.353,77.483,audio_features,50EMA40T710iKQUlAxkVLe,spotify:track:50EMA40T710iKQUlAxkVLe,https://api.spotify.com/v1/tracks/50EMA40T710iKQUlAxkVLe,https://api.spotify.com/v1/audio-analysis/50EMA40T710iKQUlAxkVLe,77227,4,1,Classical
0.772,0.541,2,-8.29,1,0.117,0.0212,0.0,0.187,0.176,149.965,audio_features,2JKbqN4eS7k3dd0KST7BW4,spotify:track:2JKbqN4eS7k3dd0KST7BW4,https://api.spotify.com/v1/tracks/2JKbqN4eS7k3dd0KST7BW4,https://api.spotify.com/v1/audio-analysis/2JKbqN4eS7k3dd0KST7BW4,139200,4,1,Hip-Hop
0.236,0.0851,2,-21.154,0,0.0532,0.878,0.435,0.311,0.0869,111.491,audio_features,3etJfG58ulqDBqjih4kExx,spotify:track:3etJfG58ulqDBqjih4kExx,https://api.spotify.com/v1/tracks/3etJfG58ulqDBqjih4kExx,https://api.spotify.com/v1/audio-analysis/3etJfG58ulqDBqjih4kExx,112440,5,1,Classical
0.253,0.0272,5,-31.271,1,0.0431,0.993,0.916,0.0979,0.125,68.211,audio_features,3mYWVZeUiEHei3XwIsaxfI,spotify:track:3mYWVZeUiEHei3XwIsaxfI,https://api.spotify.com/v1/tracks/3mYWVZeUiEHei3XwIsaxfI,https://api.spotify.com/v1/audio-analysis/3mYWVZeUiEHei3XwIsaxfI,268000,4,1,Classical
